filename,original_text,processed_text
tester2.txt,"There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humour, or randomised words which don't look even slightly believable. If you are going to use a passage of Lorem Ipsum, you need to be sure there isn't anything embarrassing hidden in the middle of text. All the Lorem Ipsum generators on the Internet tend to repeat predefined chunks as necessary, making this the first true generator on the Internet. It uses a dictionary of over 200 Latin words, combined with a handful of model sentence structures, to generate Lorem Ipsum which looks reasonable. The generated Lorem Ipsum is therefore always free from repetition, injected humour, or non-characteristic words etc.
",many variations passages lorem ipsum available majority suffered alteration form injected humour randomised words dont look even slightly believable going use passage lorem ipsum need sure isnt anything embarrassing hidden middle text lorem ipsum generators internet tend repeat predefined chunks necessary making first true generator internet uses dictionary 200 latin words combined handful model sentence structures generate lorem ipsum looks reasonable generated lorem ipsum therefore always free repetition injected humour noncharacteristic words etc
tester.txt,"Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.
",lorem ipsum simply dummy text printing typesetting industry lorem ipsum industrys standard dummy text ever since 1500s unknown printer took galley type scrambled make type specimen book survived five centuries also leap electronic typesetting remaining essentially unchanged popularised 1960s release letraset sheets containing lorem ipsum passages recently desktop publishing software like aldus pagemaker including versions lorem ipsum
lorem_176.txt,"[""Ham hock kielbasa pork belly rump tenderloin bresaola turkey swine tail.  Swine t-bone ribeye leberkas kielbasa corned beef pork chop sirloin buffalo capicola.  Tongue strip steak short ribs prosciutto porchetta tail, shankle flank filet mignon ham hock.  Ham hock pork chop capicola, leberkas tail doner cow chuck andouille.  Turducken beef ribs buffalo tri-tip kevin pancetta shank bacon swine venison sausage shankle beef ham."",""Flank tenderloin ball tip spare ribs.  Ball tip beef ribs meatloaf meatball tail shoulder pork belly ham ground round shank prosciutto biltong.  Brisket andouille kielbasa spare ribs, strip steak pork chop t-bone pastrami fatback drumstick chuck.  Bresaola beef cow beef ribs leberkas kielbasa.  Frankfurter sirloin kielbasa, andouille cow pork chop tongue.  Pork belly burgdoggen pork, cupim landjaeger kevin tenderloin alcatra doner capicola beef fatback."",""Drumstick spare ribs turkey pancetta jerky.  Leberkas pastrami bacon, swine shoulder buffalo flank porchetta turducken cow boudin.  Tail chislic jerky doner pastrami meatloaf venison alcatra.  Pork loin ham hock doner pancetta cow landjaeger salami sausage frankfurter venison porchetta picanha cupim shank bresaola."",""Ham salami rump tail venison ground round meatball, bresaola beef ribs tongue t-bone boudin.  Doner bacon fatback, chislic tenderloin picanha rump 
",ham hock kielbasa pork belly rump tenderloin bresaola turkey swine tail swine tbone ribeye leberkas kielbasa corned beef pork chop sirloin buffalo capicola tongue strip steak short ribs prosciutto porchetta tail shankle flank filet mignon ham hock ham hock pork chop capicola leberkas tail doner cow chuck andouille turducken beef ribs buffalo tritip kevin pancetta shank bacon swine venison sausage shankle beef hamflank tenderloin ball tip spare ribs ball tip beef ribs meatloaf meatball tail shoulder pork belly ham ground round shank prosciutto biltong brisket andouille kielbasa spare ribs strip steak pork chop tbone pastrami fatback drumstick chuck bresaola beef cow beef ribs leberkas kielbasa frankfurter sirloin kielbasa andouille cow pork chop tongue pork belly burgdoggen pork cupim landjaeger kevin tenderloin alcatra doner capicola beef fatbackdrumstick spare ribs turkey pancetta jerky leberkas pastrami bacon swine shoulder buffalo flank porchetta turducken cow boudin tail chislic jerky doner pastrami meatloaf venison alcatra pork loin ham hock doner pancetta cow landjaeger salami sausage frankfurter venison porchetta picanha cupim shank bresaolaham salami rump tail venison ground round meatball bresaola beef ribs tongue tbone boudin doner bacon fatback chislic tenderloin picanha rump
lorem_129.txt,"[""Pastrami boudin ham strip steak jowl.  Ham capicola bacon pancetta.  Brisket boudin fatback tongue spare ribs.  Spare ribs jerky pig kevin sirloin, tail chicken shoulder shankle bacon beef meatloaf beef ribs.  Ham biltong sirloin picanha, porchetta ground round meatloaf.  Boudin ham kielbasa shoulder capicola sirloin chicken jerky burgdoggen leberkas salami meatball beef ribs t-bone.  Alcatra beef chuck, rump drumstick brisket pork chop leberkas tri-tip prosciutto cow ribeye corned beef flank boudin."",""Porchetta pastrami pork, ham chislic chuck burgdoggen bacon spare ribs corned beef pork chop pork belly shoulder.  Bresaola pork loin pork shoulder.  Ground round tongue tri-tip meatloaf burgdoggen buffalo shank short ribs pig.  Jowl tongue prosciutto pig, venison kevin ham hock chislic corned beef."",""Pancetta boudin prosciutto leberkas short loin, shankle cow tri-tip turkey porchetta.  Drumstick shankle pork belly, sirloin beef bresaola ribeye tenderloin ground round corned beef cupim frankfurter.  Cupim bacon boudin meatloaf, ribeye pork pastrami.  Pancetta spare ribs tri-tip tongue meatball frankfurter ribeye jowl capicola biltong.  Beef ribs ball tip kevin, tongue swine hamburger biltong spare ribs meatball t-bone.  Short ribs kevin ribeye, shankle t-bone short loin beef capicola frankfurter corned beef pastrami alcatra tail. 
",pastrami boudin ham strip steak jowl ham capicola bacon pancetta brisket boudin fatback tongue spare ribs spare ribs jerky pig kevin sirloin tail chicken shoulder shankle bacon beef meatloaf beef ribs ham biltong sirloin picanha porchetta ground round meatloaf boudin ham kielbasa shoulder capicola sirloin chicken jerky burgdoggen leberkas salami meatball beef ribs tbone alcatra beef chuck rump drumstick brisket pork chop leberkas tritip prosciutto cow ribeye corned beef flank boudinporchetta pastrami pork ham chislic chuck burgdoggen bacon spare ribs corned beef pork chop pork belly shoulder bresaola pork loin pork shoulder ground round tongue tritip meatloaf burgdoggen buffalo shank short ribs pig jowl tongue prosciutto pig venison kevin ham hock chislic corned beefpancetta boudin prosciutto leberkas short loin shankle cow tritip turkey porchetta drumstick shankle pork belly sirloin beef bresaola ribeye tenderloin ground round corned beef cupim frankfurter cupim bacon boudin meatloaf ribeye pork pastrami pancetta spare ribs tritip tongue meatball frankfurter ribeye jowl capicola biltong beef ribs ball tip kevin tongue swine hamburger biltong spare ribs meatball tbone short ribs kevin ribeye shankle tbone short loin beef capicola frankfurter corned beef pastrami alcatra tail
lorem_83.txt,"[""Tail frankfurter flank picanha shank corned beef.  Shankle shank turducken jerky bresaola, cupim landjaeger burgdoggen tri-tip meatball salami.  Shankle beef porchetta jowl sausage salami leberkas buffalo beef ribs chuck.  Ham capicola pig, shoulder alcatra chicken ball tip filet mignon tenderloin pastrami ribeye chuck.  Cow filet mignon hamburger turkey bacon jerky drumstick."",""Chicken brisket ribeye landjaeger drumstick shoulder fatback corned beef cow turkey strip steak alcatra flank.  Landjaeger boudin sausage fatback picanha venison, pork chop frankfurter chislic beef.  Meatball pig rump andouille frankfurter short loin swine burgdoggen corned beef ball tip shank alcatra.  Biltong salami capicola ground round prosciutto, ham hock kevin swine andouille drumstick chislic chuck tenderloin."",""Bresaola ham pork sirloin flank.  Shoulder picanha filet mignon ball tip.  Frankfurter boudin cow t-bone salami drumstick landjaeger cupim flank spare ribs shank shankle meatloaf.  Rump pork burgdoggen sirloin brisket sausage pastrami meatloaf picanha turducken doner fatback beef ribs ham leberkas.  Tenderloin pork chop chislic buffalo pastrami ham hock frankfurter prosciutto strip steak hamburger kevin fatback cow flank ham."",""Capicola alcatra pork chop chuck, cupim t-bone short loin frankfurter bresaola.  Buffalo tenderloin boudin, corned beef bacon jowl salami tail ribeye kielbasa cow strip steak 
",tail frankfurter flank picanha shank corned beef shankle shank turducken jerky bresaola cupim landjaeger burgdoggen tritip meatball salami shankle beef porchetta jowl sausage salami leberkas buffalo beef ribs chuck ham capicola pig shoulder alcatra chicken ball tip filet mignon tenderloin pastrami ribeye chuck cow filet mignon hamburger turkey bacon jerky drumstickchicken brisket ribeye landjaeger drumstick shoulder fatback corned beef cow turkey strip steak alcatra flank landjaeger boudin sausage fatback picanha venison pork chop frankfurter chislic beef meatball pig rump andouille frankfurter short loin swine burgdoggen corned beef ball tip shank alcatra biltong salami capicola ground round prosciutto ham hock kevin swine andouille drumstick chislic chuck tenderloinbresaola ham pork sirloin flank shoulder picanha filet mignon ball tip frankfurter boudin cow tbone salami drumstick landjaeger cupim flank spare ribs shank shankle meatloaf rump pork burgdoggen sirloin brisket sausage pastrami meatloaf picanha turducken doner fatback beef ribs ham leberkas tenderloin pork chop chislic buffalo pastrami ham hock frankfurter prosciutto strip steak hamburger kevin fatback cow flank hamcapicola alcatra pork chop chuck cupim tbone short loin frankfurter bresaola buffalo tenderloin boudin corned beef bacon jowl salami tail ribeye kielbasa cow strip steak
lorem_196.txt,"<html>
 <head><title>503 Service Temporarily Unavailable</title></head>
 <body>
 <center><h1>503 Service Temporarily Unavailable</h1></center>
 <hr><center>nginx/1.18.0 (Ubuntu)</center>
 </body>
 </html>
 
",html headtitle503 service temporarily unavailabletitlehead body centerh1503 service temporarily unavailableh1center hrcenternginx1180 ubuntucenter body html
lorem_197.txt,"<html>
 <head><title>503 Service Temporarily Unavailable</title></head>
 <body>
 <center><h1>503 Service Temporarily Unavailable</h1></center>
 <hr><center>nginx/1.18.0 (Ubuntu)</center>
 </body>
 </html>
 
",html headtitle503 service temporarily unavailabletitlehead body centerh1503 service temporarily unavailableh1center hrcenternginx1180 ubuntucenter body html
lorem_36.txt,"[""Pancetta turducken porchetta frankfurter, ground round pork belly picanha beef ribs jowl venison corned beef pork chop sausage flank.  Shank boudin pastrami flank turkey jowl tenderloin salami ribeye chicken chuck.  Beef tail sausage pastrami.  Beef frankfurter meatloaf buffalo, pancetta prosciutto turducken ball tip ground round spare ribs ham hock fatback pastrami.  Capicola meatloaf cow doner pancetta fatback pork andouille.  Tail turducken leberkas jerky bresaola cow chislic.  Strip steak capicola prosciutto ribeye leberkas short loin bresaola sirloin chislic rump turducken."",""Corned beef prosciutto tongue pork belly alcatra ham hock frankfurter drumstick pastrami filet mignon salami pancetta boudin cupim.  Pork loin cow pastrami alcatra chicken ribeye pork, swine short loin chuck spare ribs tongue capicola t-bone beef ribs.  Pastrami drumstick pork, sausage chislic ham hock buffalo meatloaf doner burgdoggen.  Bacon pancetta tongue kielbasa andouille, drumstick filet mignon beef ham shoulder spare ribs.  Prosciutto cupim chuck beef ribs pork."",""Porchetta chislic burgdoggen jowl spare ribs short loin.  Beef pig shankle, venison leberkas pork loin chicken turkey frankfurter.  Capicola t-bone pork loin drumstick chicken ham hock pig tongue.  Tenderloin ham turkey chuck kielbasa beef corned beef doner beef ribs prosciutto."",""Ground round ball tip 
",pancetta turducken porchetta frankfurter ground round pork belly picanha beef ribs jowl venison corned beef pork chop sausage flank shank boudin pastrami flank turkey jowl tenderloin salami ribeye chicken chuck beef tail sausage pastrami beef frankfurter meatloaf buffalo pancetta prosciutto turducken ball tip ground round spare ribs ham hock fatback pastrami capicola meatloaf cow doner pancetta fatback pork andouille tail turducken leberkas jerky bresaola cow chislic strip steak capicola prosciutto ribeye leberkas short loin bresaola sirloin chislic rump turduckencorned beef prosciutto tongue pork belly alcatra ham hock frankfurter drumstick pastrami filet mignon salami pancetta boudin cupim pork loin cow pastrami alcatra chicken ribeye pork swine short loin chuck spare ribs tongue capicola tbone beef ribs pastrami drumstick pork sausage chislic ham hock buffalo meatloaf doner burgdoggen bacon pancetta tongue kielbasa andouille drumstick filet mignon beef ham shoulder spare ribs prosciutto cupim chuck beef ribs porkporchetta chislic burgdoggen jowl spare ribs short loin beef pig shankle venison leberkas pork loin chicken turkey frankfurter capicola tbone pork loin drumstick chicken ham hock pig tongue tenderloin ham turkey chuck kielbasa beef corned beef doner beef ribs prosciuttoground round ball tip
lorem_200.txt,"<html>
 <head><title>503 Service Temporarily Unavailable</title></head>
 <body>
 <center><h1>503 Service Temporarily Unavailable</h1></center>
 <hr><center>nginx/1.18.0 (Ubuntu)</center>
 </body>
 </html>
 
",html headtitle503 service temporarily unavailabletitlehead body centerh1503 service temporarily unavailableh1center hrcenternginx1180 ubuntucenter body html
lorem_199.txt,"<html>
 <head><title>503 Service Temporarily Unavailable</title></head>
 <body>
 <center><h1>503 Service Temporarily Unavailable</h1></center>
 <hr><center>nginx/1.18.0 (Ubuntu)</center>
 </body>
 </html>
 
",html headtitle503 service temporarily unavailabletitlehead body centerh1503 service temporarily unavailableh1center hrcenternginx1180 ubuntucenter body html
lorem_198.txt,"<html>
 <head><title>503 Service Temporarily Unavailable</title></head>
 <body>
 <center><h1>503 Service Temporarily Unavailable</h1></center>
 <hr><center>nginx/1.18.0 (Ubuntu)</center>
 </body>
 </html>
 
",html headtitle503 service temporarily unavailabletitlehead body centerh1503 service temporarily unavailableh1center hrcenternginx1180 ubuntucenter body html
lorem_195.txt,"<html>
 <head><title>503 Service Temporarily Unavailable</title></head>
 <body>
 <center><h1>503 Service Temporarily Unavailable</h1></center>
 <hr><center>nginx/1.18.0 (Ubuntu)</center>
 </body>
 </html>
 
",html headtitle503 service temporarily unavailabletitlehead body centerh1503 service temporarily unavailableh1center hrcenternginx1180 ubuntucenter body html
lorem_194.txt,"<html>
 <head><title>503 Service Temporarily Unavailable</title></head>
 <body>
 <center><h1>503 Service Temporarily Unavailable</h1></center>
 <hr><center>nginx/1.18.0 (Ubuntu)</center>
 </body>
 </html>
 
",html headtitle503 service temporarily unavailabletitlehead body centerh1503 service temporarily unavailableh1center hrcenternginx1180 ubuntucenter body html
lorem_193.txt,"<html>
 <head><title>503 Service Temporarily Unavailable</title></head>
 <body>
 <center><h1>503 Service Temporarily Unavailable</h1></center>
 <hr><center>nginx/1.18.0 (Ubuntu)</center>
 </body>
 </html>
 
",html headtitle503 service temporarily unavailabletitlehead body centerh1503 service temporarily unavailableh1center hrcenternginx1180 ubuntucenter body html
lorem_192.txt,"<html>
 <head><title>503 Service Temporarily Unavailable</title></head>
 <body>
 <center><h1>503 Service Temporarily Unavailable</h1></center>
 <hr><center>nginx/1.18.0 (Ubuntu)</center>
 </body>
 </html>
 
",html headtitle503 service temporarily unavailabletitlehead body centerh1503 service temporarily unavailableh1center hrcenternginx1180 ubuntucenter body html
lorem_191.txt,"<html>
 <head><title>503 Service Temporarily Unavailable</title></head>
 <body>
 <center><h1>503 Service Temporarily Unavailable</h1></center>
 <hr><center>nginx/1.18.0 (Ubuntu)</center>
 </body>
 </html>
 
",html headtitle503 service temporarily unavailabletitlehead body centerh1503 service temporarily unavailableh1center hrcenternginx1180 ubuntucenter body html
lorem_190.txt,"<html>
 <head><title>503 Service Temporarily Unavailable</title></head>
 <body>
 <center><h1>503 Service Temporarily Unavailable</h1></center>
 <hr><center>nginx/1.18.0 (Ubuntu)</center>
 </body>
 </html>
 
",html headtitle503 service temporarily unavailabletitlehead body centerh1503 service temporarily unavailableh1center hrcenternginx1180 ubuntucenter body html
lorem_189.txt,"<html>
 <head><title>503 Service Temporarily Unavailable</title></head>
 <body>
 <center><h1>503 Service Temporarily Unavailable</h1></center>
 <hr><center>nginx/1.18.0 (Ubuntu)</center>
 </body>
 </html>
 
",html headtitle503 service temporarily unavailabletitlehead body centerh1503 service temporarily unavailableh1center hrcenternginx1180 ubuntucenter body html
lorem_188.txt,"<html>
 <head><title>503 Service Temporarily Unavailable</title></head>
 <body>
 <center><h1>503 Service Temporarily Unavailable</h1></center>
 <hr><center>nginx/1.18.0 (Ubuntu)</center>
 </body>
 </html>
 
",html headtitle503 service temporarily unavailabletitlehead body centerh1503 service temporarily unavailableh1center hrcenternginx1180 ubuntucenter body html
lorem_187.txt,"<html>
 <head><title>503 Service Temporarily Unavailable</title></head>
 <body>
 <center><h1>503 Service Temporarily Unavailable</h1></center>
 <hr><center>nginx/1.18.0 (Ubuntu)</center>
 </body>
 </html>
 
",html headtitle503 service temporarily unavailabletitlehead body centerh1503 service temporarily unavailableh1center hrcenternginx1180 ubuntucenter body html
lorem_186.txt,"<html>
 <head><title>503 Service Temporarily Unavailable</title></head>
 <body>
 <center><h1>503 Service Temporarily Unavailable</h1></center>
 <hr><center>nginx/1.18.0 (Ubuntu)</center>
 </body>
 </html>
 
",html headtitle503 service temporarily unavailabletitlehead body centerh1503 service temporarily unavailableh1center hrcenternginx1180 ubuntucenter body html
lorem_185.txt,"<html>
 <head><title>503 Service Temporarily Unavailable</title></head>
 <body>
 <center><h1>503 Service Temporarily Unavailable</h1></center>
 <hr><center>nginx/1.18.0 (Ubuntu)</center>
 </body>
 </html>
 
",html headtitle503 service temporarily unavailabletitlehead body centerh1503 service temporarily unavailableh1center hrcenternginx1180 ubuntucenter body html
lorem_184.txt,"<html>
 <head><title>503 Service Temporarily Unavailable</title></head>
 <body>
 <center><h1>503 Service Temporarily Unavailable</h1></center>
 <hr><center>nginx/1.18.0 (Ubuntu)</center>
 </body>
 </html>
 
",html headtitle503 service temporarily unavailabletitlehead body centerh1503 service temporarily unavailableh1center hrcenternginx1180 ubuntucenter body html
lorem_183.txt,"<html>
 <head><title>503 Service Temporarily Unavailable</title></head>
 <body>
 <center><h1>503 Service Temporarily Unavailable</h1></center>
 <hr><center>nginx/1.18.0 (Ubuntu)</center>
 </body>
 </html>
 
",html headtitle503 service temporarily unavailabletitlehead body centerh1503 service temporarily unavailableh1center hrcenternginx1180 ubuntucenter body html
lorem_182.txt,"<html>
 <head><title>503 Service Temporarily Unavailable</title></head>
 <body>
 <center><h1>503 Service Temporarily Unavailable</h1></center>
 <hr><center>nginx/1.18.0 (Ubuntu)</center>
 </body>
 </html>
 
",html headtitle503 service temporarily unavailabletitlehead body centerh1503 service temporarily unavailableh1center hrcenternginx1180 ubuntucenter body html
lorem_13.txt,"[""Pastrami landjaeger swine chislic turducken sausage filet mignon biltong turkey rump ham kielbasa pig boudin chuck.  Sausage porchetta venison hamburger prosciutto biltong ham hock leberkas tenderloin pig beef swine.  Venison capicola fatback pork chop pastrami beef ribs.  Pork loin pastrami swine tri-tip, venison prosciutto ball tip capicola turkey ribeye corned beef rump sausage tenderloin.  Prosciutto frankfurter venison jowl.  Kielbasa leberkas fatback cow chuck short ribs."",""Alcatra sausage ham swine leberkas tenderloin.  Shankle sausage jowl ham hock meatball.  Shankle bresaola porchetta, turducken venison pork chop meatloaf andouille t-bone pig pork shoulder leberkas kielbasa corned beef.  Chicken rump swine brisket.  Sausage pork pork belly hamburger andouille, meatball ribeye flank jowl t-bone fatback tail shoulder brisket.  Porchetta strip steak biltong andouille, jowl pork chop sausage buffalo."",""Kielbasa alcatra tri-tip shoulder chicken, turducken venison ground round t-bone buffalo short ribs.  Hamburger boudin chislic beef, porchetta ribeye biltong tail strip steak flank shankle.  Tri-tip swine leberkas hamburger, frankfurter kevin pork loin ball tip.  Porchetta t-bone turkey, pig jowl jerky swine picanha short loin venison filet mignon rump."",""Hamburger ham meatloaf ribeye, meatball filet mignon ham hock short loin corned beef.  Beef ribs sirloin shankle 
",pastrami landjaeger swine chislic turducken sausage filet mignon biltong turkey rump ham kielbasa pig boudin chuck sausage porchetta venison hamburger prosciutto biltong ham hock leberkas tenderloin pig beef swine venison capicola fatback pork chop pastrami beef ribs pork loin pastrami swine tritip venison prosciutto ball tip capicola turkey ribeye corned beef rump sausage tenderloin prosciutto frankfurter venison jowl kielbasa leberkas fatback cow chuck short ribsalcatra sausage ham swine leberkas tenderloin shankle sausage jowl ham hock meatball shankle bresaola porchetta turducken venison pork chop meatloaf andouille tbone pig pork shoulder leberkas kielbasa corned beef chicken rump swine brisket sausage pork pork belly hamburger andouille meatball ribeye flank jowl tbone fatback tail shoulder brisket porchetta strip steak biltong andouille jowl pork chop sausage buffalokielbasa alcatra tritip shoulder chicken turducken venison ground round tbone buffalo short ribs hamburger boudin chislic beef porchetta ribeye biltong tail strip steak flank shankle tritip swine leberkas hamburger frankfurter kevin pork loin ball tip porchetta tbone turkey pig jowl jerky swine picanha short loin venison filet mignon rumphamburger ham meatloaf ribeye meatball filet mignon ham hock short loin corned beef beef ribs sirloin shankle
lorem_181.txt,"<html>
 <head><title>503 Service Temporarily Unavailable</title></head>
 <body>
 <center><h1>503 Service Temporarily Unavailable</h1></center>
 <hr><center>nginx/1.18.0 (Ubuntu)</center>
 </body>
 </html>
 
",html headtitle503 service temporarily unavailabletitlehead body centerh1503 service temporarily unavailableh1center hrcenternginx1180 ubuntucenter body html
